Usuario;Caption;Likes;Imagen;Fecha
enahernandezh;#TBT en #mallorca y el otro año despues de nuestro #italytrip2020 y despues de la @maratonadolomites volveré!!!! Ya sabes @masielhiggins jajjajajaja....#escolomer #islasbaleares #islasbalearesspain #alcudia #cycling #ciclismoepico #cyclinglife #cyclingphotos #cyclinglifestyle #paraisos #paradise;935 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/72698474_148929199674970_8343599966521473342_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=JzucdSCmPjEAX8vCW2r&oh=16a256010622c2e63b61e816ecc623e9&oe=5E9617BA;October 17, 2019
aethosheadcoach;•Run Tour Avianca 10k•.Este año no corrí esta hermosa carrera, pero llevé a 83 deportistas, de la mano con mis coaches a cargo de @aethosport..Cada uno de estos 83 deportistas llevaba una estrategia de carrera, diseñada por nosotros, para cumplir su objetivo. Bien fuera una carrera principal, secundaria, terciaria o tipo test, el plan llevó a nuestros #aethos a un gran resultado..📈 Resumen:👉🏻 tuvimos 83 finishers 😍👉🏻12 de ellos hicieron su primer 10k 🥳👉🏻 tuvimos 36 Personal Récords 🤩👉🏻 tan solo 13 de ellos tenían esta carrera como objetivo principal 😲👉🏻 tuvimos el 95,9% de precisión en nuestros planes de carrera 😱.¡Este ha sido nuestro mejor comienzo de año desde que aethos existe!.Estoy más que feliz. Este año será un año inolvidable. ¡La ciencia no miente!.#vamosaethos #runtour2020 #sportscience #por100añosmas;252 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/87786907_2759081754141238_4315546975390771121_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=tVYd-ia_wckAX8T_Poc&oh=0b40a6ae01e6e18d98e4eaf36996b1dd&oe=5E9A974C;6 days ago
aethosheadcoach;• RECUPERACIÓN • #1 •.👉🏻Este es uno de los temas más importantes del running..📜Básicamente, uno busca maximizar la recuperación muscular en el menor tiempo posible para potenciar el rendimiento. ¡Simple!.🤔Pero, ¿cómo maximizó la recuperación muscular?.👉🏻Hay 5 variables que afectan la recuperación, principalmente:1. Descanso2. Hidratación3. Alimentación4. Recuperación activa5. Métodos regenerativos.👉🏻Así, en ese orden, es la importancia con la cual cada una de estas variables afecta el proceso de recuperación muscular en el cuerpo. Es decir: ¡lo más importante de todo es el descanso!.👉🏻Tan simple como 😴 dormir 8 horas diarias, a horas fijas, acelera increíblemente la recuperación muscular. Es clave que se sean horas continuas de sueño para llegar al estado de sueño profundo 😴🌙..👉🏻Las siestas 😴☀️controladas de no más de 1h durante los días más exigentes (como los fines de semana) también son un potencializador de la recuperación. Pero ojo 👀, no son siestas largas que lleguen a dañar el sueño profundo de la noche..😴A veces, es preferible no entrenar y lograr dormir mejor para asimilar los entrenamientos. Algunos runners, y sobretodo triatletas, debido a sus ocupaciones, prefieren recortar las horas de sueño para poder entrenar tanto en la mañana como en la noche..❌ Este es un error muy común, en el cual los músculos se degeneran y no se regeneran..📢Por eso, para mejorar tu rendimiento, la clave 🔑 #1 es el sueño. Si no duermes bien, no importa qué tan juicioso seas con las otras 4 variables, tus músculos no se recuperarán eficazmente..🔜En los próximos días hablaremos sobre las otras 4 variables que afectan la recuperación..♥️ Si te gustó este contenido, compártelo con tus amigos runners 😉.#ñoñadasdeportivas #runningtips #tips #vamosaethos;509 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/80795514_462213644681567_4246722143970274132_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=u9Y6UKFXCloAX-zK7ta&oh=c90901f5200b8a0a341ac3176aac94ed&oe=5E97BCD3;January 8
aethosheadcoach;"📆 Acá comienza mi año deportivo 2020..👉🏻El primer semestre del año estaré enfocado en media maratón; y el segundo, en maratón. Ahora, serán 8 semanas de Base de mucha Z2 y Z3..👉🏻 Y así como planeas tu año deportivo, con sus respectivas estrategias de carrera, debes planear tu hidratación..👉🏻 Conocer las condiciones ambientales, usar la ropa adecuada, consumir líquidos, y estar siempre preparado para enfrentar la deshidratación..👉🏻Sí me deshidrato, no lo dudo ni un segundo, hago equipo con #Pedialyte30.#HidratacionProfesional #HazEquipoConPedialyte30 #AdAbbott";332 likes;;January 4
aethosheadcoach;La llegadaA horas de terminar el 2019, qué bueno recordar lo que fue la llegada a Medellín en La Travesía..¡Gracias 2019!;;;December 30, 2019
aethosheadcoach;¡Feliz navidad a todos! Que la fuerza fluya en sus corazones y en el de todos su seres queridos..Sally, qué guau navideño para todos 🐶..#navidad #marrychristmas 🎄🎅🏻;232 likes;;December 24, 2019
aethosheadcoach;Carrera = Plan de entrenamiento + Plan de carrera + Ejecución del plan de carrera..👉🏻Muchas personas concentran sus objetivos deportivos únicamente en el entrenamiento (correr, fortalecer y estirar)..👉🏻Aunque el plan de entrenamiento es muy importante, hay otras dos cosas tan, o más, importantes..👉🏻Tener un plan de carrera acorde a las características del recorrido y las características del deportista es más que vital. Este tema está en auge de estudio en el mundo deportivo. Es conocido como “Pacing”, y tiene mucha ingeniería detrás 🤓..👉🏻Se ha comprobado científicamente cosas tan simples como la efectividad del negative split (correr la segunda mitad más rapido que la primera), como modelos más avanzados de cambios de ritmo dentro de una carrera..👉🏻Además de esto, no solo tener un plan de carrera es importante, ejecutar dicho plan es lo más importante de todo (a mi criterio 😁). La ejecución es el premio que debemos darnos en una carrera. Una carrera no es salir a tope y luego sobrevivir. De hecho, nunca se debería llegar al punto de sobrevivir en una carrera..🤔Para Uds ¿cuál de estas tres cosas es más importante en una carrera: Plan de entrenamiento, Plan de carrera o Ejecución del plan de carrera?.#vamosaethos #ñoñadasdeportivas #running #pacing #race.(Ya regresaron las ñoñadas deportivas. Vienen cosas muy interesantes para Uds);556 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75430302_1094110744270910_5502725526811121046_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=0Hl5ldlv0ywAX-sGeqz&oh=bce7ce967c84e1ffc707ecaeae045fdd&oe=5E8F22C0;December 10, 2019
aethosheadcoach;🤔¿Y si me deshidrato?.👉🏻 #Pedialyte30 me da la confianza para recuperarme y seguir adelante..#HidratacionProfesional #HazEquipoConPedialyte30 #AdAbbott;203 likes;;December 3, 2019
aethosheadcoach;🚨La Travesía entra a concursar🚨.@revistapym, revista sobre Publicidad y Mercadeo en Colombia y el mundo, ha postulado a La Travesía en la categoría Branded Content de los premios Top10 P&M..Ojalá ganemos con este gran proyecto junto a @underarmourco @buentipoanchor @cosmonauta.co y @aethosport 💪🏻🤘🏻;932 likes;;December 2, 2019
aethosheadcoach;Y sí, somos grandes, somos muy grandes, de hecho, somos los más grandes..Mañana tendremos 92 aethos en el @ironman70.3cartagena. Vamos a ser una marea cósmica deportiva 💪🏻🤘🏻.#vamosaethos #orgullosamenteaethosPD¿Qué fue mejor, 1. Conocer a Thito o 2. Brindar con Pedialyte?;470 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75207255_182022302976334_7040642326323129054_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-PwNeSgs67gAX_YuegO&oh=b6878a2a70134895dc67ca9169441091&oe=5E97A3D2;November 30, 2019
aethosheadcoach;Qué gran entrenamiento este fin de semana con mis @aethosport..👉🏻Este fin de semana estuvimos con nuestros triatletas en el entrenamiento en calor 🔥 preparatorio para el @ironman70.3cartagena..👉🏻Tuvimos a más de 60 aethos dándolo todo en un fin de semana extremo.Día 1: 60k 🚴🏻‍♂️ + 21,1k 🏃🏻‍♂️Día 2: 100k 🚴🏻‍♂️ + 10k 🏃🏻‍♂️.👉🏻Además, tuvimos 3 charlas específicas para terminar de preparar a nuestros deportistas..👉🏻Al final, todos dejaron lo mejor de sí, se divirtieron, aprendieron mucho y, sobretodo, corrigieron los errores con nuestras enseñanzas. ¡Qué grandes todos!.Este año vamos al @ironman70.3cartagena con 92 aethos 😱. ¡Sí, somos grandes. Somos muy grandes!#vamosaethos #orgullosamenteaethos;625 likes;;November 17, 2019
aethosheadcoach;👉🏻Cuando me deshidrato, siento fatiga, dolor de cabeza, o me dan calambres en medio de los entrenamientos..👉🏻Yo decido rehidratarme con #Pedialyte30  #HazEquipoConPedialyte30  #HidratacionProfesional #AdAbbott;409 likes;;November 13, 2019
aethosheadcoach;¿Reconocen a los de la foto? 🤔.Los siguientes retos seguro no van a ser únicamente deportivos 🤗 ¿Qué podrá ser lo que se viene?.¡Los leo!#vamosaethos;442 likes;;October 25, 2019
aethosheadcoach;"Y esta fue mi TravesíaLa vida es un reto, no se sabe a lo que te vas a enfrentar. A veces crees superar muros, pero lo duro viene más adelante. Debes reencontrarte contigo mismo para poder resurgir; y siempre necesitarás de mucha gente a tu alrededor para levantar los brazos.Gracias a todos los que me apoyaron, me ayudaron y me dieron su mejor energía. Gracias @underarmourco por creer en mi y en La Travesía.#vamosaethos";;;October 18, 2019
aethosheadcoach;A veces pensamos que cualquier líquido es suficiente para recuperar lo que perdemos cuando nos deshidratamos por actividad física intensa, PERO NO ES ASÍ, #Pedialyte30 es idealGracias a su balance entre agua, glucosa y electrolitos..#HidratacionProfesional #HazEquipoConPedialyte30 #AdAbbott;552 likes;;September 30, 2019
aethosheadcoach;El alto del trigoEl alto del trigo • Capítulo 3Siempre pensé que esta vaina iba a ser dura...Un día que quedará en mi memoria para toda la vida.#vamosaethos #travesíaHOVR;;;September 30, 2019
aethosheadcoach;Los primeros 30k•capítulo 2 - Travesía HOVR•.Lo mejor de esta travesía ha sido la fuerza de todos ustedes. Ustedes son los que deben disfrutar este primer capítulo..Gracias infinitas.#travesíaHOVR #vamosaethos@aethosport @underarmourco @caracol_radio;;;September 25, 2019
aethosheadcoach;Sin vuelta atrás•capítulo 1•Se vino esto. Va a ser mi mayor experiencia como deportista hasta el momento.Estén muy pendientes de estos 14 días. No sé qué va a pasar, la fuerza de cada uno de ustedes va a ser muy importante.;;;September 20, 2019
aethosheadcoach;Y sí, estas son mis reses para la @maratonmedellin el día de mañana..Recontra #vamosaethos 💪🏻🤟🏻;573 likes;;September 7, 2019
aethosheadcoach;¿Qué se siente regresar a la bici?.Mmmm, la imagen lo dice todo, jajajjajaa..Después de 9 meses sin rodar, fui feliz en la bici, pero sí que es desagradecido este deporte 🤣..#vamosaethos #orgullosamenteaetho @aethosport 📷 @julian.tricdc;286 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/68837929_185021942526226_5795740752063704978_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=r4q7x6dWZ3MAX8Uq68r&oh=872d42f7bb65d268266f84626d231907&oe=5EA66EDC;September 6, 2019
aethosheadcoach;👉🏻 Cuando haces deporte, debes tomar líquidos 🥤, alimentarte bien 🥗, descansar 😴 y prepararte físicamente 🏃🏻‍♂️..📣Y si es de alta exigencia, ¡aún más!..👉🏻Yo siempre llevo un #Pedialyte30 por si me llego a deshidratar#HidratacionProfesional #HazEquipoConPedialyte30 #AdAbbott;345 likes;;September 3, 2019
aethosheadcoach;👉🏻 cuando mi exigencia física ha sido muy intensa 🥵 y no he podido compensar mis pérdidas de agua 💦 y electrolitos 🧂con el consumo normal de líquidos🥤, ¡ya estoy deshidratado!.👉🏻 ahí, no dudo ni un segundo en buscar un producto que me re hidrate rápidamente y además sea efectivo..👉🏻 para mí, #pedialyte30 es una opción de confianza.#hazequipoconpedialyte30 #hidratacionprofesional #AdAbbott;336 likes;;August 20, 2019
aethosheadcoach;•aethos Talks•Muchas gracias ayer a todos los que asistieron a nuestra charla previa a la @mmboficial..Espero que cada uno se haya divertido tanto como yo lo hice 💪🏻🤟🏻..Resumen del día:👉🏻 Las pequeñas historias son las que cambian el mundo 🌎👉🏻 Carga de CHO’s + mucha hidratación 🥗👉🏻 Competencia = Felicidad + Rendimiento 🧠👉🏻 El plan de carrera es una optimización multivariable 🤓.#vamosaethos #aethosTalks #mmb #mmb20años #ñañadasdeportivas;242 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67242576_485144285630069_2265630834443348661_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=84NUngc4CtAAX_Gmy93&oh=a046dc6f8242c7b69df7cd65ca49c75c&oe=5E8FC966;July 27, 2019
aethosheadcoach;📢 se viene algo grande y único junto a @underarmourco..👉🏻 voy a testear sus nuevos HOVR Infinite de una forma ú n i c a. Estos zapatos están especialmente diseñados para recorrer distancias largas con mucho confort..🤔 esto es una pista para saber por qué ya no correré la @maratonmedellin..#vamosaethos #uacolombia #running #hovrinfinite #runningshoes;;;July 12, 2019
aethosheadcoach;👉🏻 llevar a mis carreras y entrenamientos duros un #Pedialyte30 por si me deshidrato, me da confianza..#HazEquipoConPedialyte30 #HidratacionProfesional #AdAbbott;207 likes;;July 11, 2019
aethosheadcoach;👉🏻 #Pedialyte30 tiene el balance ⚖️ óptimo de agua💧 + glucosa🍬+ electrolitos🧂..👉🏻 es ideal para nosotros los deportistas cuando nos deshidratamos..👉🏻 es #HidratacionProfesional #HazEquipoConPedialyte30 #AdAbbott;293 likes;;July 2, 2019
aethosheadcoach;⚠️Mañana, último día de Santana antes de la @mmboficial ⚠️.Estaré con mis @aethosport, en los 2 horarios que tenemos, para hacer del entrenamiento inolvidable 😇. Allá los espero aethos 😁.#vamosaethos #entrenamientosabroso #mmb #running;359 likes;;June 21, 2019
aethosheadcoach;• t é c n i c a •.👉🏻 de las cosas que más me gusta es enseñarle técnica a mis queridos @aethosport. .📢 ser técnico = ser más eficiente = ser más rápido (y, además, correr más lindo 😁)..👉🏻 la técnica no se aprende solo haciendo drills en 12m o 15 m. La técnica va de la mano con el tipo de entrenamiento que se realiza..👉🏻 con trabajos específicos para cadencia y longitud de zancada es donde realmente se puede cambiar la técnica de carrera y lograr ser mucho más eficiente..👉🏻 para mí, los drills son complementos para activar músculos y mejorar los recorridos de los movimientos específicos de dichos entrenamientos, bien sean para longitud de zancada o para cadencia..👉🏻 si quieres lograr ser más técnico, consigue un buen guía, no todo lo enfoques en los drills y, sobretodo, se paciente. No esperes resultados ya mismo..📷 @beardtriathlon #running #tips #ñoñadasdeportivas #vamosaethos.;500 likes;;June 15, 2019
aethosheadcoach;IV semana - Maratón de las Flores.Hoy fueron 29km bien sabrosos. Al final, 4’02”/km promedio de todo el trabajo 🤟🏻🎉..El ánimo de los triatletas y runnes aethos en el camino me ayudó mucho para los últimos 10km. #graciasaethos.La compañía de @castelcoachj durante 20km fue vital. Ojalá llegáramos a correr juntos en la @maratonmedellin 💪🏻🤟🏻..En las stories les dejo los detalles del entrenamiento, para los que quieran chismosear..🎥 @presentevisible #vamosaethos #orgullosamenteaetho #running #fondo #maratonmedellin;;;June 9, 2019
